owner/repo,ageRepoDays,stargazersCount,watchersCount,language,forksCount,openIssuesCount,subscribersCount,has_wiki,acceptanceRepo,followers,followers_D,followers_boolean,following,ageUser,totalPullDeveloper,requester_experience,mergedPullUser,closedPullUser,rejectUser,acceptanceDeveloper,rate_acceptance_developer,first_Pull,watchRepo,location,idPull,numberPull,login,state,title,createdDate,mesAno,closedDate,mergedDate,lifetimeMinutes,life_time,closedBy,mergedBy,status,commitHeadSha,commitBaseSha,assignee,comments,comments_D,commitsPull,commitsPull_D,commitsbyFilesPull,authorMoreCommits,participants,additionsLines,deletionsLines,totalLines,total_lines_D,changedFiles,changedFiles_D,dirFinal,files,typeDeveloper,requesterFollowsCoreTeam,coreTeamFollowsRequester,requester_experience_project
django/django,1305,15621,15621,Python,6243,73,815,false,20,47,more than 10,has followers,5,960,0,no experience,0,0,0,0,First_Pull,True,false,Planet Earth,23750154,3459,brwr,closed,Fixed #23376 -- Make documentation about required Storage methods consistent.,2014-11-03T09:50:52Z,112014,03/11/2014 11:49,03/11/2014 11:49,118,Very Fast,evildmp,evildmp,merged,332706eaa02d191118966801ae4f4607a767c0eb,6d0547c1ad4c370a6efb136fb3ba8422b012643f,,7,has comments,1,1 commit,2,,brwr|evildmp|MarkusH|kezabelle,15,2,17,some lines,1,1 file,docs/howto,docs/howto/custom-file-storage.txt,core,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,20,209,more than 10,has followers,6,2615,18,very experienced,2,16,88,11,25%,False,false,Istanbul  Turkey,23751927,3460,berkerpeksag,closed,Fixed versionchanged indentation in docs/.,2014-11-03T10:31:01Z,112014,04/11/2014 02:43,,972,Very Fast,timgraham,,closed,be67de7f75abd190c60a4d7a1c55b0869e2fa25f,2d06e3155a13e3ca9e63b97c7c9499a1e1ffd654,,2,has comments,1,1 commit,22,timgraham,berkerpeksag|timgraham,60,57,117,many lines,12,many files,docs/howto|docs/ref/contrib|docs/ref/files|docs/ref/forms|docs/ref/models|docs/ref/models|docs/ref/models|docs/ref/templates|docs/topics|docs/topics/forms|docs/topics/http|docs/topics,docs/howto/windows.txt|docs/ref/contrib/sites.txt|docs/ref/files/storage.txt|docs/ref/forms/formsets.txt|docs/ref/models/instances.txt|docs/ref/models/options.txt|docs/ref/models/querysets.txt|docs/ref/templates/builtins.txt|docs/topics/email.txt|docs/topics/forms/index.txt|docs/topics/http/sessions.txt|docs/topics/serialization.txt,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,209,more than 10,has followers,6,2615,19,very experienced,2,17,89,10,25%,False,false,Istanbul  Turkey,23763953,3461,berkerpeksag,closed,Fixed #21978 -- Added optional gunicorn support to runserver.,2014-11-03T14:44:12Z,112014,16/04/2015 17:25,,236380,Very Slow,timgraham,,closed,030f367913866a6575a0b64da14ad678a5698cb5,bfb11b95626f39e2f5e18d97d7761c6f93dcc1a9,,1,has comments,11,many commits,18,berkerpeksag,berkerpeksag|collinanderson|akaariai|cancan101|timgraham,189,2,191,many lines,7,many files,django/core/management/commands|root|django/contrib/admin|django/contrib/admin/static/admin/js|django/contrib/admindocs/templates/admin_doc|django/contrib/admindocs|django/contrib/admindocs,django/core/management/commands/runserver.py|AUTHORS|django/contrib/admin/apps.py|django/contrib/admin/static/admin/js/SelectFilter2.js|django/contrib/admindocs/templates/admin_doc/model_detail.html|django/contrib/admindocs/utils.py|django/contrib/admindocs/views.py,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,6,4 to 6 followers,has followers,3,971,0,no experience,0,0,0,0,First_Pull,True,false,,23798010,3463,vlajos,closed,typo fixes - https://github.com/vlajos/misspell_fixer,2014-11-03T22:48:36Z,112014,04/11/2014 02:00,,191,Very Fast,timgraham,,closed,2c694e4a357f429678f9b0920ab18677d050220e,7b420367524ad9f29b8bf0284f4b40bd6cfc8b93,,0,no comments,1,1 commit,16,timgraham,vlajos|timgraham,28,28,56,many lines,21,many files,django/contrib/admin/static/admin/js|django/contrib/auth/tests|django/contrib/gis/db/models/sql|django/contrib/gis/gdal|django/core/serializers|django/db/models/fields|tests/admin_checks|tests/admin_validation|tests/admin_views|tests/admin_widgets|tests/backends|tests/commands_sql|tests/custom_columns|tests/expressions|tests/model_forms|tests/model_inheritance|tests/schema|tests/serializers_regress|tests/signed_cookies_tests|tests/update_only_fields|tests/validation,django/contrib/admin/static/admin/js/SelectFilter2.js|django/contrib/auth/tests/test_forms.py|django/contrib/gis/db/models/sql/query.py|django/contrib/gis/gdal/srs.py|django/core/serializers/xml_serializer.py|django/db/models/fields/related.py|tests/admin_checks/tests.py|tests/admin_validation/tests.py|tests/admin_views/tests.py|tests/admin_widgets/tests.py|tests/backends/tests.py|tests/commands_sql/tests.py|tests/custom_columns/tests.py|tests/expressions/tests.py|tests/model_forms/tests.py|tests/model_inheritance/tests.py|tests/schema/tests.py|tests/serializers_regress/tests.py|tests/signed_cookies_tests/tests.py|tests/update_only_fields/tests.py|tests/validation/tests.py,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,20,4,4 to 6 followers,has followers,0,1424,18,very experienced,1,17,94,5,25%,False,false,Paris  France,23800909,3464,tchaumeny,closed,Fixed #20392 -- Wrapped TestCase into a class-wide transaction,2014-11-03T23:40:27Z,112014,03/12/2014 15:38,,42718,Very Slow,timgraham,,closed,b9808ee82ad868acb657d0cfe2d4f968f6f5c561,00fa1474d7d2dbd5530a650ea9fe09f36bff77c7,,19,has comments,2,some commits,40,timgraham,tchaumeny|claudep|aaugustin|timgraham,237,132,369,many lines,10,many files,tests/queries|tests/select_related|django/test|docs/releases|docs/topics/testing|docs/topics/testing|tests/backends|tests/fixtures_migration|tests/introspection|tests/model_inheritance,tests/queries/tests.py|tests/select_related/tests.py|django/test/testcases.py|docs/releases/1.8.txt|docs/topics/testing/advanced.txt|docs/topics/testing/tools.txt|tests/backends/tests.py|tests/fixtures_migration/tests.py|tests/introspection/tests.py|tests/model_inheritance/tests.py,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,209,more than 10,has followers,6,2615,20,very experienced,2,18,90,10,25%,False,false,Istanbul  Turkey,23860199,3466,berkerpeksag,closed,Fixed #23531 -- Added CommonMiddleware.response_redirect_class.,2014-11-04T20:20:40Z,112014,04/11/2014 22:58,,157,Very Fast,timgraham,,closed,8e53445bf1f1e21f82316961567425258df2fb9a,e645b79ef5e5238c418df8f4ab5d52eb7bbc78e7,,0,no comments,1,1 commit,22,timgraham,berkerpeksag|timgraham,37,2,39,many lines,4,some files,django/middleware|docs/ref|docs/releases|tests/middleware,django/middleware/common.py|docs/ref/middleware.txt|docs/releases/1.8.txt|tests/middleware/tests.py,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,209,more than 10,has followers,6,2615,21,very experienced,2,19,90,9,25%,False,false,Istanbul  Turkey,23878690,3467,berkerpeksag,closed,Fixed #21429 -- Added builtin logging support to BaseCommand.,2014-11-05T01:37:18Z,112014,16/04/2015 17:26,,234289,Very Slow,timgraham,,closed,320905f5b0fd0abcc1f0f4bf948b1950bc870ef3,932d449f001a94aa5065cda652a442e4b1dd5352,,15,has comments,9,many commits,28,claudep,berkerpeksag|dbrgn|timgraham|charettes|claudep,535,283,818,many lines,26,many files,django/test|django/contrib/gis/tests/geoapp|django/contrib/gis/tests/inspectapp|django/core/management/commands|tests/cache|tests/check_framework|tests/fixtures_model_package|tests/i18n|tests/i18n|tests/inspectdb|django/core/management|django/core/management/commands|django/core/management/commands|django/core/management/commands|django/core/management/commands|django/core/management/commands|django/core/management/commands|django/core/management/commands|django/core/management/commands|docs/howto|tests/fixtures|tests/fixtures_regress|tests/multiple_database|django/core/management/commands|django/utils|docs/topics,django/test/testcases.py|django/contrib/gis/tests/geoapp/tests.py|django/contrib/gis/tests/inspectapp/tests.py|django/core/management/commands/loaddata.py|tests/cache/tests.py|tests/check_framework/tests.py|tests/fixtures_model_package/tests.py|tests/i18n/test_compilation.py|tests/i18n/test_extraction.py|tests/inspectdb/tests.py|django/core/management/base.py|django/core/management/commands/compilemessages.py|django/core/management/commands/createcachetable.py|django/core/management/commands/dumpdata.py|django/core/management/commands/flush.py|django/core/management/commands/inspectdb.py|django/core/management/commands/makemessages.py|django/core/management/commands/migrate.py|django/core/management/commands/runserver.py|docs/howto/custom-management-commands.txt|tests/fixtures/tests.py|tests/fixtures_regress/tests.py|tests/multiple_database/tests.py|django/core/management/commands/check.py|django/utils/log.py|docs/topics/logging.txt,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,4,4 to 6 followers,has followers,1,1481,3,little experience,0,3,100,0,First_Pull,True,false,San Francisco  CA,23881730,3472,adepue,closed,Mysql db check should handle None db_type returns. Ticket 23761,2014-11-05T03:11:40Z,112014,13/11/2014 10:12,,11940,Slow,timgraham,,closed,620703daec7d60b44aaf972573b6997c1576bc25,606c57a132a1e1e680853c014efc41110ee75a80,,0,no comments,3,some commits,18,bmispelon,adepue|timgraham|collinanderson,45,0,45,many lines,4,some files,tests/invalid_models_tests|tests/invalid_models_tests|docs/releases|django/db/backends/mysql,tests/invalid_models_tests/fields.py|tests/invalid_models_tests/test_custom_fields.py|docs/releases/1.7.2.txt|django/db/backends/mysql/validation.py,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,11,more than 10,has followers,9,1470,1,little experience,0,1,100,0,First_Pull,True,false,,23886359,3473,averybigant,closed,Fixed #23750 -- django.core.checks.register can now be used as function,2014-11-05T06:09:50Z,112014,11/11/2014 15:36,,9206,Medium,timgraham,,closed,0a51ac5bd5647c20e59b0f3aef71953c4485bf9b,b07aa52e8a8e4c7fdc7265f75ce2e7992e657ae9,,5,has comments,2,some commits,25,timgraham,averybigant|timgraham,68,11,79,many lines,5,many files,django/core/checks|docs/releases|docs/topics|tests/check_framework|root,django/core/checks/registry.py|docs/releases/1.8.txt|docs/topics/checks.txt|tests/check_framework/tests.py|AUTHORS,core,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,0,no followers,no followers,0,909,0,no experience,0,0,0,0,First_Pull,True,false,Suzhou  China,23905981,3474,knight008848,closed,Merge pull request #1 from django/master,2014-11-05T13:38:50Z,112014,05/11/2014 13:41,,2,Very Fast,timgraham,,closed,416b4d17553a0f61ccddbd67f023854f3e6bb7e8,f1f0c4f16bd7a1138a881c3645719e84e200440a,,0,no comments,1,1 commit,0,,knight008848|timgraham,0,0,0,1 line,0,1 file,root,,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,20,66,more than 10,has followers,18,1840,27,very experienced,5,22,81,18,25%,False,false,Berlin,23974457,3476,MarkusH,closed,Fixed #23770 -- Changed serialization strategy for floats with respect to NaN and Inf,2014-11-06T11:32:20Z,112014,06/11/2014 14:31,,178,Very Fast,bmispelon,,closed,42906751052a832389b4b4ec12a32593a7978b1a,b07aa52e8a8e4c7fdc7265f75ce2e7992e657ae9,,4,has comments,1,1 commit,16,timgraham,MarkusH|bmispelon,16,3,19,some lines,3,some files,django/db/migrations|docs/releases|tests/migrations,django/db/migrations/writer.py|docs/releases/1.7.2.txt|tests/migrations/test_writer.py,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,209,more than 10,has followers,6,2615,22,very experienced,2,20,90,9,25%,False,false,Istanbul  Turkey,24005908,3477,berkerpeksag,closed,Fixed #18119 -- Added a DomainNameValidator validator.,2014-11-06T19:31:05Z,112014,16/04/2015 17:05,,231754,Very Slow,timgraham,,closed,f5f7354e5aedd13bf50ca92df727e9be5de2d703,c7c098cf97fbb1416f302c76799058ad63a5f7aa,,2,has comments,4,some commits,28,timgraham,berkerpeksag|dbrgn|timgraham|MarkusH,107,9,116,many lines,4,some files,django/core|docs/ref|docs/releases|tests/validators,django/core/validators.py|docs/ref/validators.txt|docs/releases/1.8.txt|tests/validators/tests.py,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,209,more than 10,has followers,6,2615,23,very experienced,2,21,91,8,25%,False,false,Istanbul  Turkey,24029363,3479,berkerpeksag,closed,Fixed #11919 -- Added a DPASTE_URL setting to customize the dpaste featu...,2014-11-07T02:23:36Z,112014,24/12/2014 21:09,,68806,Very Slow,timgraham,,closed,1da26197cb2ca75f00022092b6747d98ca21825d,c7c098cf97fbb1416f302c76799058ad63a5f7aa,,8,has comments,1,1 commit,1,aaugustin,berkerpeksag|timgraham|bak1an,23,1,24,many lines,3,some files,django/conf|django/views|docs/ref,django/conf/global_settings.py|django/views/debug.py|docs/ref/settings.txt,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,5,4 to 6 followers,has followers,5,2588,28,very experienced,7,21,75,25,25%,False,false,Cary  NC,24031573,3480,manfre,closed,Fixed #23326 - DatabaseCache.incr is atomic,2014-11-07T03:40:29Z,112014,03/12/2014 12:54,,37994,Very Slow,timgraham,,closed,5f78d0d557bc3a1296926743a8336490adffcded,c7c098cf97fbb1416f302c76799058ad63a5f7aa,,2,has comments,1,1 commit,3,timgraham,manfre|timgraham|tchaumeny,47,3,50,many lines,2,some files,django/core/cache/backends|tests/cache,django/core/cache/backends/db.py|tests/cache/tests.py,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,97,more than 10,has followers,193,2686,4,little experience,2,2,50,50,26% to 50%,False,false,Hyderabad  India,24059983,3483,shabda,closed,Refactored custom pk tests. Refs #18586,2014-11-07T15:30:59Z,112014,11/12/2014 22:16,,49365,Very Slow,timgraham,,closed,9e9027ab5d1ec28bc6bb29a1ea3f818f374772cf,c7c098cf97fbb1416f302c76799058ad63a5f7aa,,0,no comments,1,1 commit,0,,shabda|timgraham,110,53,163,many lines,1,1 file,tests/custom_pk,tests/custom_pk/tests.py,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,4,4 to 6 followers,has followers,2,2437,1,little experience,0,1,100,0,First_Pull,True,false,France,24067317,3485,Starou,closed,Ticket #23778 -- Add a code snippet in the advanced testing documentatio...,2014-11-07T17:13:26Z,112014,21/11/2014 20:11,,20337,Very Slow,carljm,,closed,5369c85ab0c3ae704d1dd0ba331c3ae3bec5595c,a305695f28cb15165a19c3871aec878a230a5105,,51,has comments,25,many commits,1,,Starou|timgraham|carljm,76,24,100,many lines,1,1 file,docs/topics/testing,docs/topics/testing/advanced.txt,core,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,209,more than 10,has followers,6,2615,24,very experienced,2,22,91,8,25%,False,false,Istanbul  Turkey,24078125,3486,berkerpeksag,closed,Fixed #14664 -- Logged a warning if MiddlewareNotUsed is raised in DEBUG mode.,2014-11-07T19:59:44Z,112014,27/11/2014 12:56,,28376,Very Slow,timgraham,,closed,c27b7e94fef7f63ad518344e5510eaa1e1f2b91c,c335c0fee92a658b6a09453ae73e5c542f10703a,,11,has comments,1,1 commit,14,timgraham,berkerpeksag|timgraham|charettes,85,3,88,many lines,4,some files,django/core/handlers|docs/releases|docs/topics/http|tests/middleware_exceptions,django/core/handlers/base.py|docs/releases/1.8.txt|docs/topics/http/middleware.txt|tests/middleware_exceptions/tests.py,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,8,7 to 10 followers,has followers,6,1920,0,no experience,0,0,0,0,First_Pull,True,false,,24119526,3488,aruseni,closed,Fixed a typo,2014-11-09T21:34:09Z,112014,10/11/2014 14:39,,1025,Very Fast,timgraham,,closed,427ba5bbeb7af7660e6313ac977b734f63292008,091f5b5a4e83759cf9d96fe2b9f56183b49765f6,,0,no comments,1,1 commit,3,,aruseni|timgraham,1,1,2,some lines,1,1 file,docs/releases,docs/releases/1.6.txt,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,20,4,4 to 6 followers,has followers,0,1424,19,very experienced,1,18,94,5,25%,False,false,Paris  France,24119648,3489,tchaumeny,closed,Removed legacy code from old transaction system,2014-11-09T21:44:23Z,112014,10/11/2014 19:35,10/11/2014 19:35,1311,Fast,aaugustin,aaugustin,merged,498ae3a36069e2dfa4e041eeddb40278ea907c76,88b2a20f047347da86f448fe09a56251d29e4168,,1,has comments,1,1 commit,4,timgraham,tchaumeny|aaugustin,1,24,25,many lines,1,1 file,django/test,django/test/testcases.py,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,4,4 to 6 followers,has followers,0,1424,20,very experienced,2,18,90,10,25%,False,false,Paris  France,24120062,3490,tchaumeny,closed,Simplified MySQL storage engine detection,2014-11-09T22:14:31Z,112014,10/11/2014 17:17,,1142,Fast,timgraham,,closed,33ccd01a82ef26ce3a45d04a79ea01511055b73a,091f5b5a4e83759cf9d96fe2b9f56183b49765f6,,0,no comments,1,1 commit,0,,tchaumeny|aaugustin|timgraham,3,8,11,some lines,1,1 file,django/db/backends/mysql,django/db/backends/mysql/base.py,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,97,more than 10,has followers,193,2686,5,little experience,2,3,60,40,26% to 50%,False,false,Hyderabad  India,24144288,3491,shabda,closed,Refactored custom manager tests. Refs #18586,2014-11-10T12:42:51Z,112014,11/12/2014 22:48,,45245,Very Slow,timgraham,,closed,e630dfc821bdf0db768059d19b4e34215401b668,091f5b5a4e83759cf9d96fe2b9f56183b49765f6,,1,has comments,1,1 commit,1,scrummyin,shabda|timgraham,73,39,112,many lines,1,1 file,tests/custom_managers,tests/custom_managers/tests.py,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,97,more than 10,has followers,193,2686,6,Regular,2,4,66,33,26% to 50%,False,false,Hyderabad  India,24147827,3493,shabda,closed,Refactored expressions tests. Refs #18586,2014-11-10T13:54:34Z,112014,11/12/2014 23:26,,45211,Very Slow,timgraham,,closed,e02b9f00dd4dc7337386b4fc4fcf5a2caac61a5a,091f5b5a4e83759cf9d96fe2b9f56183b49765f6,,3,has comments,1,1 commit,3,timgraham,shabda|timgraham,56,23,79,many lines,1,1 file,tests/expressions,tests/expressions/tests.py,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,4,4 to 6 followers,has followers,0,1424,21,very experienced,2,19,90,9,25%,False,false,Paris  France,24167116,3494,tchaumeny,closed,Fixed #23792 -- Added test.utils.freeze_time() context manager.,2014-11-10T18:35:37Z,112014,22/12/2014 12:47,,60131,Very Slow,timgraham,,closed,af3c87e3f9227847cf8c5d341fbc06b3ebab4412,936e87c97ba57c75708a240d9bfe71215d84faa3,,1,has comments,1,1 commit,5,PirosB3,tchaumeny|piotrpawlaczek|timgraham|spulec|collinanderson,23,16,39,many lines,3,some files,django/test|tests/signed_cookies_tests|tests/signing,django/test/utils.py|tests/signed_cookies_tests/tests.py|tests/signing/tests.py,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,209,more than 10,has followers,6,2615,25,very experienced,2,23,92,8,25%,False,false,Istanbul  Turkey,24178637,3495,berkerpeksag,closed,Fixed #22407 -- Added BaseEmailHandler to allow customizing mail senders.,2014-11-10T21:24:02Z,112014,15/11/2014 08:40,,6436,Medium,timgraham,,closed,90d26b6cf5ceddf71f8c89f26a305ea7c19fdcba,a305695f28cb15165a19c3871aec878a230a5105,,8,has comments,1,1 commit,13,berkerpeksag,berkerpeksag|timgraham,38,6,44,many lines,4,some files,django/utils|docs/releases|docs/topics|tests/logging_tests,django/utils/log.py|docs/releases/1.8.txt|docs/topics/logging.txt|tests/logging_tests/tests.py,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,8,7 to 10 followers,has followers,6,1920,1,little experience,0,1,100,0,First_Pull,True,false,,24190660,3496,aruseni,closed,Fix a typo in 1.7 release notes,2014-11-11T00:48:15Z,112014,11/11/2014 01:01,,13,Very Fast,charettes,,closed,0256c5da8ab4a2afa37e2c7b39448c17ecf8f823,b239c3d27e68ff6a0f4e11ae5a1eeea613c30325,,0,no comments,1,1 commit,2,timgraham,aruseni|charettes,1,1,2,some lines,1,1 file,docs/releases,docs/releases/1.7.txt,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,0,no followers,no followers,0,1543,0,no experience,0,0,0,0,First_Pull,True,false,Toulouse  France,24196824,3497,artscoop,closed,Fix FormFields w/ queryset but no limit_choices_to,2014-11-11T03:46:12Z,112014,12/11/2014 20:30,,2443,Fast,bmispelon,,closed,8d1715d3b0b1375ea1c7eb0a1081f277d9a1267f,faf4d5c51025e39bbebf9bf34063652410b7b481,,0,no comments,1,1 commit,1,,artscoop|collinanderson|timgraham|bmispelon,1,1,2,some lines,1,1 file,django/forms,django/forms/models.py,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,20,0,no followers,no followers,0,398,0,no experience,0,0,0,0,First_Pull,True,false,,24197598,3498,bradmwalker,closed,Fixed #23796 -- Reduced reduce() usage,2014-11-11T04:16:32Z,112014,20/11/2014 19:35,,13879,Slow,timgraham,,closed,dc5d366a26b413bf3d8466e8eba58ae119f71836,bfb11b95626f39e2f5e18d97d7761c6f93dcc1a9,,1,has comments,3,some commits,3,bradmwalker,bradmwalker|timgraham,24,24,48,many lines,4,some files,django/core/management/commands|django/core|django/db/backends|tests/validation,django/core/management/commands/makemigrations.py|django/core/exceptions.py|django/db/backends/schema.py|tests/validation/test_error_messages.py,core,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,20,18,more than 10,has followers,4,2270,0,no experience,0,0,0,0,First_Pull,True,false,,24221119,3500,Tilka,closed,Fixed #23799 -- squashmigrations --no-optimize still optimizes,2014-11-11T14:09:38Z,112014,18/11/2014 06:44,,9635,Medium,timgraham,,closed,b159160a22fce4de592ba49c4cf60f017b77da1b,dec93d89912965f94f9e942f0a89ca586fb91454,,9,has comments,1,1 commit,8,Tilka,Tilka|MarkusH|timgraham,64,15,79,many lines,3,some files,django/core/management/commands|docs/releases|tests/migrations,django/core/management/commands/squashmigrations.py|docs/releases/1.7.2.txt|tests/migrations/test_commands.py,core,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,20,19,more than 10,has followers,7,1887,5,little experience,1,4,80,20,25%,False,false,,24290407,3502,graingert,closed,Use xrange iterator to generate characters for get_random_bytes,2014-11-12T12:59:18Z,112014,15/11/2014 09:23,,4104,Fast,timgraham,,closed,c62b4db96ea49ed666d121dad816d9292adba079,4e9a6c94e6bea805e089df2dee2d4ab2c902c827,,0,no comments,1,1 commit,0,,graingert|collinanderson|timgraham,1,1,2,some lines,1,1 file,django/utils,django/utils/crypto.py,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,0,no followers,no followers,0,1719,0,no experience,0,0,0,0,First_Pull,True,false,,24346864,3504,sww,closed,Fixed #23806 -- Added a test case for settings.DISALLOWED_USER_AGENTS.,2014-11-13T05:23:24Z,112014,13/11/2014 08:47,,204,Very Fast,timgraham,,closed,b2c4d553de85224631522c9afc5e3b625e7224fe,bfb11b95626f39e2f5e18d97d7761c6f93dcc1a9,,1,has comments,1,1 commit,0,,sww|timgraham,10,0,10,some lines,1,1 file,tests/middleware,tests/middleware/tests.py,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,20,97,more than 10,has followers,193,2686,7,Regular,2,5,71,28,26% to 50%,False,false,Hyderabad  India,24350225,3505,shabda,closed,Updated localflavor docs. Fixed #23809,2014-11-13T07:20:06Z,112014,13/11/2014 08:24,,64,Very Fast,timgraham,,closed,d38d479e1d9bb7f1abe26184b9d0f33df18e1344,bfb11b95626f39e2f5e18d97d7761c6f93dcc1a9,,0,no comments,1,1 commit,0,,shabda|timgraham,5,9,14,some lines,1,1 file,docs/topics,docs/topics/localflavor.txt,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,14,more than 10,has followers,2,1670,4,little experience,1,3,75,25,25%,False,false,Göteborg,24394691,3507,koniiiik,closed,Fixed #23817 -- updated docs on QuerySet evaluation,2014-11-13T19:45:57Z,112014,20/11/2014 14:35,,9769,Medium,timgraham,,closed,0bf32eae84fe6f9b1d309c8e009aa3ec34e6fc31,3a550bb6d32172fc1ec5dd314d20ef1235db995a,,2,has comments,1,1 commit,4,timgraham,koniiiik|timgraham,6,6,12,some lines,1,1 file,docs/ref/models,docs/ref/models/querysets.txt,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,0,no followers,no followers,1,790,0,no experience,0,0,0,0,First_Pull,True,false,Toronto  ON  Canada,24395891,3508,gulfpearl,closed,Update base.py,2014-11-13T20:01:45Z,112014,15/11/2014 08:43,,2202,Fast,timgraham,,closed,8c55f06b862186088f431ef78e0ecb6e6ab751e9,3a550bb6d32172fc1ec5dd314d20ef1235db995a,,0,no comments,1,1 commit,1,berkerpeksag,gulfpearl|berkerpeksag|timgraham,1,1,2,some lines,1,1 file,django/core/management,django/core/management/base.py,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,20,0,no followers,no followers,0,1381,0,no experience,0,0,0,0,First_Pull,True,false,,24463925,3509,dabidan,closed,Fix problems with unicode numbers.,2014-11-14T19:22:34Z,112014,19/11/2014 02:22,,6180,Medium,timgraham,,closed,008a4177e976deaa23a518ec03ef23b17522d5df,a305695f28cb15165a19c3871aec878a230a5105,,0,no comments,1,1 commit,5,bmispelon,dabidan|collinanderson|timgraham,1,1,2,some lines,1,1 file,django/forms,django/forms/fields.py,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,20,209,more than 10,has followers,6,2615,26,very experienced,2,24,92,7,25%,False,false,Istanbul  Turkey,24486515,3510,berkerpeksag,closed,Fixed #23665 -- Added a note about precedence of the USE_L10N setting in,2014-11-15T08:07:20Z,112014,15/11/2014 08:55,,47,Very Fast,timgraham,,closed,8c3d6a27c5f2f20a08d114d515cfad16202fe2e5,a305695f28cb15165a19c3871aec878a230a5105,,0,no comments,1,1 commit,0,,berkerpeksag|timgraham,6,0,6,some lines,1,1 file,docs/ref,docs/ref/settings.txt,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,209,more than 10,has followers,6,2615,27,very experienced,2,25,92,7,25%,False,false,Istanbul  Turkey,24487447,3512,berkerpeksag,closed,Fixed #21363 -- Added datetime.timedelta support to TimestampSigner.unsi...,2014-11-15T10:03:36Z,112014,15/11/2014 18:41,,517,Very Fast,timgraham,,closed,c2ed3fd3dbb01ddea48f705731cac6d3f7b94f86,4f90c99635149fae2f488c03f0b52303fe97e0aa,,2,has comments,1,1 commit,12,berkerpeksag,berkerpeksag|charettes|timgraham,25,2,27,many lines,4,some files,django/core|docs/releases|docs/topics|tests/signing,django/core/signing.py|docs/releases/1.8.txt|docs/topics/signing.txt|tests/signing/tests.py,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,20,100,more than 10,has followers,52,2323,8,Regular,2,6,75,25,25%,False,false,Switzerland,24487646,3513,dbrgn,closed,Added tests/README.rst,2014-11-15T10:31:24Z,112014,15/11/2014 18:48,,496,Very Fast,timgraham,,closed,8d53d71d2830a2f0399d777b67664a311352c9d6,4f90c99635149fae2f488c03f0b52303fe97e0aa,,2,has comments,1,1 commit,0,,dbrgn|berkerpeksag|timgraham,6,0,6,some lines,1,1 file,tests,tests/README.rst,external,false,false,many contributions
